LST_R2,coef_NDVI,coef_NDBI,coef_NDVIxNDBI,p_NDVI,p_NDBI,p_NDVIxNDBI
0.7077871214300346,75.58776685427647,114.75950683470413,64.4314321612803,1.60e-223,2.84e-72,2.40e-05
