label,LST_trend,NDVI_trend,NDBI_trend,LST_NDVI_corr,LST_NDVI_pval,LST_NDBI_corr,LST_NDBI_pval
2871019128657,0.805554008789997,-0.011464227600856858,0.010343524987657995,-0.8641395891358806,0.026433217647630985,0.8614374466013881,0.027469200308585864
